,0,1,2,3,4,t [s]
0,0.38019772504421245,0.0019801983930603684,0.0019814635304069737,0.0019801985906629338,0.6138604144416573,0.0
1,0.9920747530726269,0.001980198228735411,0.0019801983927595613,0.001980945015314634,0.0019839052905635548,100.0
2,0.9920693876002444,0.0019801983427144296,0.001980198603955885,0.001981843711453449,0.001988371741631774,200.0
3,0.9920677180338013,0.001980198379164152,0.001980198670896143,0.0019821314965623336,0.0019897534195761827,300.0
4,0.38850637364423013,0.001980198526979244,0.001980198789413152,0.6055450213024112,0.0019882077369662693,400.0
5,0.13367266968635308,0.0019801983645061976,0.0019802165861279326,0.8603867170466588,0.0019801983163539928,500.0
6,0.001980220332784474,0.0019801982107286046,0.0019801982127084206,0.9920791851033384,0.0019801981404401975,600.0
7,0.002011925410528251,0.0019801982971107304,0.0019802085393538092,0.9920474695137248,0.001980198239282427,700.0
8,0.3629200565931538,0.001980198362569534,0.0019802163260918305,0.63113933040417,0.001980198314014791,800.0
9,0.031296803005655786,0.001980198317350522,0.9627576848985849,0.001985101820734204,0.0019802119576745004,900.0
10,0.0019801982673965067,0.001980198211591302,0.4772269312879039,0.5168324603437857,0.0019802118893226034,1000.0
11,0.001980198204236082,0.0019801983034942196,0.001980198299139442,0.9920792070044445,0.001980198188685782,1100.0
12,0.0019801983000591276,0.001980198555494436,0.001980198463715303,0.9920792063876724,0.001980198293058725,1200.0
13,0.0019801983000591276,0.001980198555494436,0.001980198463715303,0.9920792063876724,0.001980198293058725,1300.0
14,0.0019801986725206723,0.001980199120124099,0.0019801993767801012,0.9920792041804408,0.001980198650134351,1400.0
15,0.001980316437750986,0.001980650606760334,0.34853415488438755,0.6455246778220549,0.001980200249046059,1500.0
16,0.001980222604230324,0.0019802190820534704,0.9920791618718184,0.0019801981733905956,0.00198019826850723,1600.0
17,0.001980198336587554,0.272933475375393,0.7211259257053348,0.0019801982869316367,0.001980202295753136,1700.0
18,0.0019801982177293544,0.9920469170705684,0.001980938682710791,0.0019802307068014723,0.0020117153221900683,1800.0
19,0.0019801983225482046,0.002014340517238175,0.0019801989508478847,0.49602673425115773,0.497998527958208,1900.0
20,0.8620961139909594,0.001980198354169448,0.0019801982947004176,0.13196313045010777,0.0019803589100628543,2000.0
21,0.18080804950721144,0.001980199678164522,0.8132513495366315,0.001980198606366454,0.0019802026716260624,2100.0
22,0.0019801985066030337,0.001980198204590526,0.9920792067734354,0.0019801982988571325,0.001980198216513888,2200.0
23,0.001980198840036956,0.001980198136953934,0.9920792064783751,0.0019801981968212137,0.0019801983478129354,2300.0
24,0.001980198974342697,0.0019801981113372444,0.9920792063559772,0.001980198158692169,0.0019801983996506583,2400.0
25,0.001980198974342697,0.0019801981113372444,0.9920792063559772,0.001980198158692169,0.0019801983996506583,2500.0
26,0.9323660410998723,0.001980198243659775,0.06169334906969301,0.0019801983593805664,0.0019802132273944732,2600.0
27,0.9920789559883578,0.0019802079375501676,0.001980429985316209,0.0019801982046980383,0.001980207884077767,2700.0
28,0.2193766558072978,0.7746826310382166,0.00198031577737768,0.0019801982309520945,0.0019801991461558676,2800.0
29,0.0019801980557734335,0.9920792077730485,0.001980198057441441,0.0019801980534624383,0.0019801980602741106,2900.0
30,0.0019801980661510866,0.9920792077026984,0.0019801980870257376,0.0019801980793807245,0.0019801980647442276,3000.0
31,0.001980198067841536,0.9920792076912293,0.0019801980918504073,0.001980198083606604,0.001980198065472119,3100.0
32,0.001980198067841536,0.9920792076912293,0.0019801980918504073,0.001980198083606604,0.001980198065472119,3200.0
33,0.001980198062771081,0.9920792077256221,0.001980198077383642,0.0019801980709345302,0.0019801980632886108,3300.0
34,0.001980198061926266,0.9920792077313503,0.001980198074974627,0.001980198068824141,0.0019801980629247417,3400.0
35,0.0019801980624090084,0.9920792077280773,0.0019801980763511336,0.001980198070030021,0.001980198063132665,3500.0
36,0.0019801980560146468,0.9920792077714145,0.001980198058128414,0.0019801980540643943,0.001980198060378043,3600.0
37,0.0019801980669962743,0.9920792076969643,0.001980198089437771,0.0019801980814934325,0.0019801980651081665,3700.0
38,0.0019801980557734335,0.9920792077730485,0.001980198057441441,0.0019801980534624383,0.0019801980602741106,3800.0
39,0.0019801980557734335,0.9920792077730485,0.001980198057441441,0.0019801980534624383,0.0019801980602741106,3900.0
40,0.0019801980572208035,0.9920792077632429,0.001980198061564017,0.001980198057074744,0.001980198060897723,4000.0
