,0,1,2,3,4,t [s]
0,0.0019801980557734335,0.9920792077730485,0.001980198057441441,0.0019801980534624383,0.0019801980602741106,0.0
1,0.0019801980557734335,0.9920792077730485,0.001980198057441441,0.0019801980534624383,0.0019801980602741106,100.0
2,0.0019801980946083596,0.9920792075642828,0.0019801981318151637,0.0019801981186686776,0.0019801980906250156,200.0
3,0.0019801982769374563,0.9920792066617904,0.001980198427206728,0.001980198369054529,0.001980198265010995,300.0
4,0.0019801983897318473,0.9920792060863772,0.0019801986195546986,0.001980198527262102,0.0019801983770742415,400.0
5,0.001980198396242839,0.9920790886963132,0.001980315988674951,0.0019801985359468536,0.0019801983828222703,500.0
6,0.0019801984180370514,0.9920786978854625,0.001980706729420998,0.0019801985650171397,0.0019801984020623377,600.0
7,0.0019801984180370514,0.9920786978854625,0.001980706729420998,0.0019801985650171397,0.0019801984020623377,700.0
8,0.0019801988103122156,0.05137735396355336,0.9426820493487323,0.0019801990995936733,0.0019801987778083445,800.0
9,0.001980198368551588,0.0019802284010921514,0.9920791763794775,0.0019801984953847405,0.001980198355494035,900.0
10,0.0019801983102941036,0.0019801987549750238,0.9920792062277962,0.0019801984119603134,0.0019801982949743716,1000.0
11,0.5738578644874216,0.0019801986892543874,0.42020152515436077,0.001980198512105404,0.001980213156857903,1100.0
12,0.8123713819304497,0.0019801984477131143,0.181650486746769,0.001980198418772298,0.002017734456295809,1200.0
13,0.9920788386021094,0.0019801982671862023,0.001980198156459928,0.0019805662629991602,0.0019801987112452292,1300.0
14,0.09512573160170422,0.28415327518250544,0.0019806415967054953,0.38379173431344504,0.23494861730563973,1400.0
15,0.19827983746198508,0.2775412580499456,0.5202185035339152,0.001980198569704592,0.001980202384449543,1500.0
16,0.4635799446843686,0.0019801995141357975,0.0019803195335388675,0.13170128614973678,0.40075825011821997,1600.0
17,0.0019809104403970684,0.001980198280289441,0.0019801985600022627,0.7991195734938705,0.19493911922544074,1700.0
18,0.001980215900959868,0.001980198215651604,0.0019801982207667025,0.9920791895181201,0.001980198144501686,1800.0
19,0.8315721747255974,0.0019801984237936927,0.0019801985949678565,0.1624835785589953,0.0019838496966456897,1900.0
20,0.8460169425941346,0.001980198932094737,0.14803946305902554,0.0019804297882070818,0.0019829656265378626,2000.0
21,0.17321854263703,0.00198019833292519,0.0019801986184921575,0.0019801985018645402,0.8208408619096882,2100.0
