,0,1,2,3,4,t [s]
0,0.001980378831810359,0.0019801988892490033,0.001980199502996241,0.001980199340736794,0.9920790234352077,0.0
1,0.001980525307405346,0.001980199373576727,0.0019802003290293286,0.0019802000795801794,0.9920788749104084,100.0
2,0.001980298156083076,0.0019801986355467384,0.0019801990703008907,0.0019801989537134514,0.9920791051843558,200.0
3,0.001980198344281593,0.0019801983126583617,0.0019801985196077074,0.001980198461147017,0.9920792063623053,300.0
4,0.001980198344281593,0.0019801983126583617,0.0019801985196077074,0.001980198461147017,0.9920792063623053,400.0
5,0.001980198344281593,0.0019801983126583617,0.0019801985196077074,0.001980198461147017,0.9920792063623053,500.0
6,0.001980198344281593,0.0019801983126583617,0.0019801985196077074,0.001980198461147017,0.9920792063623053,600.0
7,0.001980198344281593,0.0019801983126583617,0.0019801985196077074,0.001980198461147017,0.9920792063623053,700.0
8,0.001980198344281593,0.0019801983126583617,0.0019801985196077074,0.001980198461147017,0.9920792063623053,800.0
9,0.001980198344281593,0.0019801983126583617,0.0019801985196077074,0.001980198461147017,0.9920792063623053,900.0
10,0.001980198344281593,0.0019801983126583617,0.0019801985196077074,0.001980198461147017,0.9920792063623053,1000.0
11,0.0019804644491486696,0.0019801991429588984,0.0019801999357051854,0.001980199727772131,0.9920789367444152,1100.0
12,0.9919892284238274,0.0019802031151462283,0.001980206549857143,0.0019802056613127178,0.002070156249856528,1200.0
13,0.9920792004999655,0.0019801994936922912,0.001980200369598613,0.00198020014182255,0.001980199494921114,1300.0
14,0.19999635155039452,0.7346607882928475,0.0019802009945843633,0.06138245927500727,0.001980199887166294,1400.0
15,0.001980203107181273,0.5558721553708441,0.00198019958138724,0.4381872429452534,0.0019801989953340984,1500.0
16,0.0019801982488941183,0.001980199404597452,0.001980198290368338,0.992079205866484,0.001980198189656039,1600.0
17,0.001980198164587058,0.0019801981534646918,0.001980198759195994,0.9920792067627962,0.0019801981599561987,1700.0
18,0.001980198148577367,0.0019801981391604035,0.00198020687438744,0.9920791986845569,0.0019801981533178626,1800.0
19,0.001980199013281594,0.001980198284095506,0.34421212596851875,0.6498472597694968,0.0019802169646073006,1900.0
20,0.001980198798706308,0.0019801981410054567,0.9920788458129345,0.0019805377522424416,0.0019802194951112247,2000.0
21,0.33965772777061604,0.0019801986381275858,0.35007760722778525,0.0019803064389470686,0.3063041599245241,2100.0
22,0.9400479761830169,0.0019801984564947832,0.001980469504140959,0.0019801986287933146,0.054011157227554,2200.0
23,0.9505402567827027,0.0019801984593551384,0.001980469498958494,0.0019801986324096514,0.043518876626574006,2300.0
24,0.9400479761830169,0.0019801984564947832,0.001980469504140959,0.0019801986287933146,0.054011157227554,2400.0
25,0.8141480857589307,0.0019801996862229723,0.0019804696603731354,0.001980198650298012,0.17991104624417528,2500.0
26,0.8665956272997251,0.0019802002169052647,0.001980469616542813,0.00198019866527898,0.12746350420154776,2600.0
27,0.5938052833352988,0.001980202326853945,0.0019804700991404036,0.001980198713338776,0.4002538455253682,2700.0
28,0.001980198783824239,0.001982527540526497,0.001980205704127847,0.002018571038548492,0.9920384969329729,2800.0
29,0.0019802010156172484,0.001982124489007567,0.0019802049511123405,0.9450731527551912,0.04898431678907156,2900.0
30,0.001980202621260621,0.0019801989075842997,0.00198020002479551,0.6256058442163402,0.3684535542300193,3000.0
31,0.001980202347661682,0.0019801983208750534,0.001980199982100366,0.002035778783175824,0.9920236205661871,3100.0
32,0.001980654862525302,0.0019801981309260186,0.001980198275995859,0.0019801981904265433,0.9920787505401263,3200.0
33,0.0019807549555033665,0.0019801982432480366,0.001981068434927929,0.001980198358572521,0.9920777800077482,3300.0
34,0.6249726444493985,0.001980198592603103,0.2515472491754809,0.0019803964510568947,0.11951951133146062,3400.0
35,0.0019803656687404515,0.0019801981686597228,0.9920790301546059,0.001980198772242489,0.0019802072357515614,3500.0
36,0.0019803840948725915,0.0019801989132305618,0.21965109016739673,0.1397089197280336,0.6366794070964664,3600.0
37,0.0019801987567570297,0.011468509788154365,0.0019801995423549853,0.9825906332154218,0.0019804586973117887,3700.0
38,0.04157952876428892,0.011485176089460281,0.001980391077759061,0.942832220856617,0.0021226832118748065,3800.0
39,0.001980198650023079,0.9524672273542929,0.001980199300784065,0.04158848022512328,0.0019838944697767764,3900.0
40,0.00198019883351881,0.05314512029187474,0.001980199597914266,0.001980219286392227,0.9409142619902999,4000.0
41,0.0019801985788799963,0.0019806511404732584,0.001980198811337747,0.3166691883931937,0.6773897630761153,4100.0
42,0.001980198760979161,0.02373370980847189,0.00198177033978574,0.07851172968142746,0.8937925914093358,4200.0
43,0.26237863232353414,0.05783693452589795,0.06136475796720519,0.5866838459308303,0.03173582925253242,4300.0
44,0.3007781135100925,0.0020063415996990366,0.673171325849155,0.022063830150421234,0.001980388890632247,4400.0
45,0.6828568726933997,0.001980200522543038,0.3112025206983618,0.0019801988657545655,0.001980207219941088,4500.0
46,0.9575954430483461,0.0019802138872395667,0.03646380687096817,0.00198033092639865,0.0019802052670475556,4600.0
