,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi (original) [deg],r [deg/m],t (original) [s],p_x (original) [m],p_y (original) [m],COG [rad],psi (original) [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code,t [s],p_x [m],p_y [m],psi [rad],psi [deg]
400,04:09:55,34.96611049,136.79976327,4,9.24,34.06,303.913,33.913,0.2,412.0,-7593.238521600229,-5817.256331172379,0.5944591432292687,0.5918935092288369,0.0033333333333333,5.817764173314432e-05,4.753466666666666,-0.0025656340004318,-0.1470000000000112,4.753451021880787,0.0121956423203183,15.0,0.0,0.0,0.0,0.0,0.0
401,04:09:56,34.966146,136.79979241,4,9.24,34.05,303.92,33.92,0.3,413.0,-7589.292650399834,-5814.602635046258,0.5942846103040692,0.5920156822764766,0.005,8.726646259971648e-05,4.753466666666666,-0.0022689280275925,-0.1299999999999982,4.753454431166969,0.0107852644944028,15.0,1.0,4.755207895075607,0.0007311004870906856,0.0001221730476397287,0.0070000000000071975
402,04:09:57,34.96618146,136.79982164,4,9.24,34.09,303.916,33.916,0.1,414.0,-7585.352335199896,-5811.940749702784,0.594982742004867,0.5919458691063968,0.0016666666666666,2.908882086657216e-05,4.753466666666666,-0.0030368728984702,-0.1740000000000044,4.753444747029799,0.0144356519047243,15.0,2.0,9.510373982769668,0.011358193803177485,5.2359877559915446e-05,0.0030000000000049024
403,04:09:58,34.9662169,136.79985091,4,9.24,34.14,303.919,33.919,0.2,415.0,-7581.414242400146,-5809.2752252689015,0.5958554066308641,0.5919982289839566,0.0033333333333333,5.817764173314432e-05,4.753466666666666,-0.0038571776469075,-0.2210000000000028,4.753431306101212,0.0183349199079698,15.0,3.0,14.265726102445075,0.026245267600892852,0.00010471975511971987,0.0060000000000034436
404,04:09:59,34.96625227,136.79988027,4,9.24,34.22,303.915,33.915,0.0,416.0,-7577.483928000246,-5806.601512329762,0.5972516700324596,0.5919284158138769,0.0,0.0,4.753466666666666,-0.0053232542185827,-0.3050000000000001,4.753399317248924,0.0253037919800886,15.0,4.0,19.019191679925946,0.052267694160066824,3.4906585040017646e-05,0.002000000000007509
405,04:10:00,34.96628766,136.79990966,4,9.24,34.29,303.911,33.911,0.0,417.0,-7573.551391200164,-5803.925069121688,0.5984734005088556,0.5918586026437971,0.0,0.0,4.753466666666666,-0.0066147978650584,-0.3789999999999981,4.753362671769769,0.0314429918562182,15.0,5.0,23.776024903852118,0.07931598057671785,-3.49065850397956e-05,-0.0019999999999947868
406,04:10:01,34.966323,136.79993908,4,9.24,34.34,303.908,33.908,-0.0,418.0,-7569.624410399749,-5801.245898126509,0.5993460651348528,0.5918062427662373,-0.0,-0.0,4.753466666666666,-0.0075398223686155,-0.4319999999999998,4.753331552580422,0.0358399547224214,15.0,6.0,28.529769206604307,0.11172789643225478,-8.726646259960003e-05,-0.0049999999999933275
407,04:10:02,34.96635832,136.79996853,4,9.24,34.38,303.899,33.899,-0.2,419.0,-7565.699652000309,-5798.563998285493,0.6000441968356506,0.5916491631335578,-0.0033333333333333,-5.817764173314432e-05,4.753466666666666,-0.0083950337020928,-0.4810000000000057,4.753299163587709,0.0399050441360093,15.0,7.0,33.28319168481982,0.14764439424132902,-0.0002443460952791243,-0.013999999999995313
408,04:10:03,34.96639366,136.79999794,4,9.24,34.4,303.885,33.885,-0.5,420.0,-7561.772671199896,-5795.885739840276,0.6003932626860493,0.5914048170382785,-0.0083333333333333,-0.0001454441043328,4.753466666666666,-0.0089884456477707,-0.5149999999999998,4.753274646551234,0.0427257014494838,15.0,8.0,38.03642684545002,0.17929899792046555,-0.0004886921905583597,-0.027999999999996986
409,04:10:04,34.966429,136.80002731,4,9.24,34.38,303.886,33.886,-0.3,421.0,-7557.845690400273,-5793.211123498086,0.6000441968356506,0.5914222703307985,-0.005,-8.726646259971648e-05,4.753466666666666,-0.008621926504852,-0.4940000000000035,4.753289987069741,0.0409835324691726,15.0,9.0,42.78762995443256,0.20793107276507072,-0.00047123889803835084,-0.02699999999999323
