,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi (original) [deg],r [deg/m],t (original) [s],p_x (original) [m],p_y (original) [m],COG [rad],psi (original) [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code,t [s],p_x [m],p_y [m],psi [rad],psi [deg]
101,04:04:43,34.95490298,136.79064457,4,9.22,31.69,302.058,32.058,1.5,100.0,-8838.617032800053,-6647.730485333011,0.553094839957003,0.5595176516043422,0.025,0.0004363323129985,4.743177777777778,0.0064228116473391,0.3680000000000012,4.743079944121035,-0.0304643280205066,15.0,0.0,0.0,0.0,0.0,0.0
102,04:04:44,34.95493937,136.79067184,4,9.22,31.66,302.095,32.095,1.7,101.0,-8834.573376000253,-6645.246618539319,0.5525712411814048,0.5601634234275801,0.0283333333333333,0.0004945099547317,4.743177777777778,0.0075921822461753,0.4349999999999984,4.743041077130817,-0.036010724162158,15.0,1.0,4.745425062745197,-0.041176901864005355,0.000645771823237884,0.03699999999999897
103,04:04:45,34.95497579,136.79069911,4,9.22,31.66,302.137,32.137,1.9,102.0,-8830.526385600175,-6642.762751627497,0.5525712411814048,0.5608964617134177,0.0316666666666666,0.0005526875964648,4.743177777777778,0.0083252205320129,0.476999999999997,4.743013405568719,-0.0394875448765257,15.0,2.0,9.493675451860417,-0.08412310351328589,0.001378810109075479,0.07899999999999763
103,04:04:45,34.95497579,136.79069911,4,9.22,31.66,302.745,32.745,2.9,102.0,-8830.526385600175,-6642.762751627497,0.5525712411814048,0.5715080635655432,0.0483333333333333,0.0008435758051305,4.743177777777778,0.0189368223841384,1.0849999999999962,4.742327343728001,-0.0898153468771511,59.0,3.0,9.493675451860417,-0.08412310351328589,0.011990411961200986,0.6869999999999967
104,04:04:59,34.95548558,136.79108178,4,9.24,31.91,302.792,32.792,2.9,116.0,-8773.878520799906,-6607.90771780225,0.5569345643113905,0.5723283683139806,0.0483333333333333,0.0008435758051305,4.753466666666666,0.01539380400259,0.8820000000000037,4.752903465187999,-0.0731710442389584,59.0,4.0,76.00364344468564,-0.6115005603552532,0.012810716709638403,0.7340000000000014
105,04:05:00,34.95552182,136.79110953,4,9.24,32.04,302.847,32.847,3.1,117.0,-8769.851531999904,-6605.380180436653,0.5592034923389831,0.5732882994025774,0.0516666666666666,0.0009017534468637,4.753466666666666,0.0140848070635942,0.8070000000000019,4.752995173848312,-0.0669494472401289,59.0,5.0,80.75812154583969,-0.6068191634791162,0.013770647798235225,0.788999999999998
106,04:05:01,34.95555809,136.79113724,4,9.24,32.1,302.904,32.904,3.3,118.0,-8765.821209600417,-6602.8562841621815,0.5602506898901798,0.5742831370762143,0.055,0.0009599310885968,4.753466666666666,0.0140324471860344,0.8040000000000034,4.752998672797868,-0.0667005809031247,59.0,6.0,85.51349230087737,-0.6069930316989556,0.014765485471872064,0.8460000000000021
107,04:05:02,34.95559442,136.79116493,4,9.24,32.08,302.954,32.954,3.3,119.0,-8761.784220000372,-6600.3342071808565,0.5599016240397809,0.5751558017022114,0.055,0.0009599310885968,4.753466666666666,0.0152541776624304,0.8739999999999991,4.752913635462929,-0.0725074130118849,59.0,7.0,90.27354794345285,-0.6122475710938602,0.015638150097869175,0.895999999999999
108,04:05:03,34.95563082,136.79119247,4,9.25,32.03,302.992,32.992,2.9,120.0,-8757.739451999694,-6597.825782950672,0.5590289594137837,0.5758190268179691,0.0483333333333333,0.0008435758051305,4.758611111111111,0.0167900674041854,0.9619999999999986,4.757940385491478,-0.0798936474277987,59.0,8.0,95.03294929528388,-0.6332015701526643,0.016301375213626956,0.9339999999999954
109,04:05:04,34.95566724,136.79122006,4,9.25,32.0,303.034,33.034,2.8,121.0,-8753.692461600405,-6595.312807545307,0.5585053606381855,0.5765520651038069,0.0466666666666666,0.000814486984264,4.758611111111111,0.0180467044656214,1.0340000000000018,4.757836231480916,-0.0858725869972123,59.0,9.0,99.79664981611387,-0.6514779962382704,0.017034413499464662,0.9760000000000003
