,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi (original) [deg],r [deg/m],t (original) [s],p_x (original) [m],p_y (original) [m],COG [rad],psi (original) [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code,t [s],p_x [m],p_y [m],psi [rad],psi [deg]
3502,15:14:33,35.024985,136.852339,2,3.398,39.56,38.9,38.9,-1.3,3512.0,-1216.133949600105,-1106.0778572338324,0.6904522520889568,0.6789330790257941,-0.0216666666666666,-0.0003781546712654,1.7480822222222223,-0.0115191730631626,-0.6600000000000035,1.7479662458113607,0.0201360163269967,107.0,0.0,0.0,0.0,0.0,0.0
3503,15:14:34,35.0249965,136.85235167,2,3.463,39.65,38.9,38.9,-1.2,3513.0,-1214.8560696001723,-1104.9249326500142,0.6920230484157517,0.6789330790257941,-0.02,-0.0003490658503988,1.781521111111111,-0.0130899693899575,-0.7500000000000042,1.7813684838755648,0.0233193908462567,107.0,1.0,1.7184954014797431,0.09479422605705523,0.0,0.0
3504,15:14:35,35.02500817,136.85236433,2,3.448,39.79,38.8,38.8,-1.5,3514.0,-1213.559299200258,-1103.7729169795966,0.6944665093685437,0.6771877497737998,-0.025,-0.0004363323129985,1.7738044444444443,-0.0172787595947439,-0.9900000000000022,1.7735396614664525,0.0306476155079928,107.0,2.0,3.451121363279741,0.17701862315478212,-0.001745329251994332,-0.10000000000000014
3505,15:14:36,35.02501967,136.85237583,2,3.363,39.76,38.8,38.8,-1.8,3515.0,-1212.281419200326,-1102.7264513247208,0.6939429105929454,0.6771877497737998,-0.03,-0.0005235987755982,1.7300766666666667,-0.0167551608191456,-0.960000000000004,1.7298338254532244,0.0289863564855644,107.0,3.0,5.102764490226209,0.18896191716342292,-0.001745329251994332,-0.10000000000000014
3506,15:14:37,35.0250305,136.85238833,2,3.407,39.71,38.8,38.8,-1.9,3516.0,-1211.0779896002373,-1101.5890000749996,0.6930702459669483,0.6771877497737998,-0.0316666666666666,-0.0005526875964648,1.7527122222222222,-0.0158824961931485,-0.910000000000007,1.7524911628105166,0.0278362748622003,107.0,4.0,6.753602695930536,0.31846622770390587,-0.001745329251994332,-0.10000000000000014
3507,15:14:38,35.0250415,136.852401,2,3.313,39.81,38.8,38.8,-1.9,3517.0,-1209.8556696001651,-1100.436079494509,0.6948155752189427,0.6771877497737998,-0.0316666666666666,-0.0005526875964648,1.7043544444444445,-0.0176278254451428,-1.0100000000000071,1.7040896455555536,0.0300425066843396,107.0,5.0,8.428856394244791,0.4481469655941628,-0.001745329251994332,-0.10000000000000014
3508,15:14:39,35.0250525,136.85241333,2,3.393,39.9,38.8,38.8,-1.8,3518.0,-1208.633349600093,-1099.3140957471924,0.6963863715457375,0.6771877497737998,-0.03,-0.0005235987755982,1.74551,-0.0191986217719376,-1.1000000000000016,1.745188323665451,0.0335093276830823,107.0,6.0,10.084682904205046,0.5537513250295758,-0.001745329251994332,-0.10000000000000014
3509,15:14:40,35.0250635,136.85242583,2,3.458,40.43,38.7,38.7,-1.9,3519.0,-1207.4110296000208,-1098.1766438114598,0.7056366165813074,0.6754424205218056,-0.0316666666666666,-0.0005526875964648,1.778948888888889,-0.0301941960595018,-1.7299999999999942,1.7781380260064077,0.0537057701653054,107.0,7.0,11.750222865059293,0.6713936961198357,-0.003490658503988553,-0.19999999999999393
3510,15:14:41,35.0250745,136.85243883,2,3.42,40.44,38.7,38.7,-2.1,3520.0,-1206.188709599948,-1096.9936969134865,0.7058111495065068,0.6754424205218056,-0.035,-0.000610865238198,1.7594,-0.0303687289847012,-1.7399999999999936,1.7585887504932172,0.0534225293177453,107.0,8.0,13.444331981510452,0.8244422098660262,-0.003490658503988553,-0.19999999999999393
3511,15:14:42,35.02508717,136.85245283,2,3.479,40.5,38.7,38.7,-1.9,3521.0,-1204.7808192003135,-1095.7197487566884,0.7068583470577035,0.6754424205218056,-0.0316666666666666,-0.0005526875964648,1.7897522222222222,-0.0314159265358978,-1.7999999999999965,1.7888690875402578,0.0562174758617668,107.0,9.0,15.340005418731142,0.931780474281874,-0.003490658503988553,-0.19999999999999393
3512,15:14:43,35.025099,136.85246517,2,3.2,40.63,38.7,38.7,-1.8,3522.0,-1203.4662696005064,-1094.5968501818888,0.7091272750852962,0.6754424205218056,-0.03,-0.0005235987755982,1.6462222222222225,-0.0336848545634905,-1.9300000000000008,1.6452883515173389,0.0554422699718381,107.0,10.0,17.068183460639915,0.9801800104826786,-0.003490658503988553,-0.19999999999999393
3513,15:14:44,35.02510983,136.85247683,2,3.364,40.46,38.6,38.6,-1.9,3523.0,-1202.2628400004176,-1093.5358318024146,0.7061602153569058,0.6736970912698113,-0.0316666666666666,-0.0005526875964648,1.730591111111111,-0.0324631240870945,-1.8599999999999988,1.7296792956414786,0.0561705268444925,107.0,11.0,18.671024647439268,1.0502009634311982,-0.005235987755982885,-0.29999999999999405
3514,15:14:45,35.025122,136.85248883,2,3.433,40.03,38.6,38.6,-2.0,3524.0,-1200.9105095998525,-1092.4438679387774,0.6986552995733302,0.6736970912698113,-0.0333333333333333,-0.0005817764173314,1.7660877777777777,-0.0249582083035189,-1.4300000000000002,1.7655377475526537,0.0440738106220839,107.0,12.0,20.409179482874634,1.0508008254538268,-0.005235987755982885,-0.29999999999999405
3515,15:14:46,35.025134,136.85250033,2,3.389,39.87,38.6,38.6,-2.2,3525.0,-1199.5770696000611,-1091.397400471336,0.6958627727701392,0.6736970912698113,-0.0366666666666666,-0.0006399540590645,1.7434522222222222,-0.0221656815003279,-1.2699999999999974,1.7430239455195058,0.0386416422686637,107.0,13.0,22.10406293726795,1.0278559026846352,-0.005235987755982885,-0.29999999999999405
3516,15:14:47,35.0251455,136.85251317,2,3.489,39.76,38.5,38.5,-2.2,3526.0,-1198.2991896001288,-1090.2290096360148,0.6939429105929454,0.6719517620178169,-0.0366666666666666,-0.0006399540590645,1.7948966666666666,-0.0219911485751285,-1.2599999999999978,1.7944626686165943,0.039468657850517,107.0,14.0,23.83227057333145,1.1346866330074565,-0.006981317007977217,-0.3999999999999942
3517,15:14:48,35.02515633,136.85252517,2,3.471,39.75,38.5,38.5,-2.1,3527.0,-1197.0957600000406,-1089.137055182266,0.693768377667746,0.6719517620178169,-0.035,-0.000610865238198,1.7856366666666668,-0.021816615649929,-1.249999999999999,1.7852117334948787,0.0389534585968302,107.0,15.0,25.45453847192332,1.228783373802786,-0.006981317007977217,-0.3999999999999942
3518,15:14:49,35.02516717,136.85253683,2,3.418,39.9,38.4,38.4,-2.1,3528.0,-1195.8912191998604,-1088.0760374708448,0.6963863715457375,0.6702064327658225,-0.035,-0.000610865238198,1.758371111111111,-0.0261799387799149,-1.5000000000000022,1.757768561247632,0.0460287896816131,107.0,16.0,27.058244023067843,1.2981060142366267,-0.00872664625997166,-0.5000000000000007
3519,15:14:50,35.02517733,136.852548,2,3.341,39.92,38.4,38.4,-2.0,3529.0,-1194.7622400004054,-1087.059609604523,0.6967354373961364,0.6702064327658225,-0.0333333333333333,-0.0005817764173314,1.718758888888889,-0.0265290046303139,-1.5200000000000071,1.7181541033452752,0.045591614276763,107.0,17.0,28.575143500687442,1.380176807060149,-0.00872664625997166,-0.5000000000000007
3520,15:14:51,35.02518833,136.85256017,2,3.513,39.87,38.3,38.3,-1.9,3530.0,-1193.5399200003335,-1085.9521861167268,0.6958627727701392,0.6684611035138281,-0.0316666666666666,-0.0005526875964648,1.807243333333333,-0.027401669256311,-1.570000000000004,1.8065648901217688,0.0495152871050749,107.0,18.0,30.221826705558986,1.474449744283275,-0.010471975511965992,-0.6000000000000009
3521,15:14:52,35.025199,136.85257183,2,3.251,39.92,38.3,38.3,-2.0,3531.0,-1192.354269600136,-1084.8911699538562,0.6967354373961364,0.6684611035138281,-0.0333333333333333,-0.0005817764173314,1.672458888888889,-0.0282743338823082,-1.6200000000000074,1.6717904198657396,0.0472813606888705,107.0,19.0,31.810829959911473,1.5556336529014612,-0.010471975511965992,-0.6000000000000009
3522,15:14:53,35.02520933,136.85258367,2,3.311,39.97,38.2,38.2,-2.3,3532.0,-1191.2063999999084,-1083.813777951559,0.6976081020221335,0.6667157742618339,-0.0383333333333333,-0.0006690428799311,1.7033255555555555,-0.0308923277602995,-1.769999999999998,1.7025128478158218,0.0526113222671959,107.0,20.0,33.3807139877394,1.6732868930244678,-0.012217304763960213,-0.6999999999999946
3523,15:14:54,35.02522017,136.85259483,2,3.502,39.93,38.2,38.2,-2.1,3533.0,-1190.001859200518,-1082.7982560124772,0.6969099703213358,0.6667157742618339,-0.035,-0.000610865238198,1.8015844444444444,-0.0301941960595019,-1.7300000000000004,1.8007632640469748,0.0543891287214864,107.0,21.0,34.95584987396072,1.7072027608441687,-0.012217304763960213,-0.6999999999999946
3524,15:14:55,35.02522967,136.85260583,2,3.353,40.23,38.2,38.2,-2.0,3534.0,-1188.9462192000242,-1081.7973014953884,0.7021459580773187,0.6667157742618339,-0.0333333333333333,-0.0005817764173314,1.7249322222222223,-0.0354301838154847,-2.0299999999999945,1.723849683551877,0.0611018803195763,107.0,22.0,36.405956930774074,1.8232858332675725,-0.012217304763960213,-0.6999999999999946
3525,15:14:56,35.02524,136.85261767,5,3.407,40.27,38.1,38.1,-2.1,3535.0,-1187.7983496005863,-1080.7199098898384,0.7028440897781165,0.6649704450098396,-0.035,-0.000610865238198,1.7527122222222222,-0.0378736447682769,-2.1699999999999986,1.751455315906165,0.0663657314522795,107.0,23.0,37.975840708844814,1.940938765120606,-0.013962634015954545,-0.7999999999999947
3526,15:14:57,35.02525133,136.85262933,2,3.358,40.26,38.1,38.1,-2.1,3536.0,-1186.5393599998488,-1079.6588900422237,0.702669556852917,0.6649704450098396,-0.035,-0.000610865238198,1.7275044444444445,-0.0376991118430774,-2.159999999999993,1.726277005273163,0.0651099580742347,107.0,24.0,39.62192200741909,1.9760712327490104,-0.013962634015954545,-0.7999999999999947
3527,15:14:58,35.025263,136.85264117,2,3.378,40.26,38.0,38.0,-2.4,3537.0,-1185.2425895999324,-1078.5814898763006,0.702669556852917,0.6632251157578453,-0.04,-0.0006981317007977,1.7377933333333335,-0.0394444410950717,-2.259999999999993,1.7364416236179008,0.0685285133722225,107.0,25.0,41.30769218887031,2.000226624698847,-0.015707963267948877,-0.8999999999999949
3528,15:14:59,35.02527583,136.85265267,2,3.423,40.15,38.0,38.0,-2.4,3538.0,-1183.8169200004054,-1077.5350188580362,0.7007496946757232,0.6632251157578453,-0.04,-0.0006981317007977,1.7609433333333333,-0.0375245789178779,-2.1499999999999937,1.759703691913325,0.0660631506796612,107.0,26.0,43.07435492713478,1.9193676838774145,-0.015707963267948877,-0.8999999999999949
3529,15:15:00,35.0252875,136.85266367,2,3.382,39.93,38.0,38.0,-2.2,3539.0,-1182.52014960049,-1076.534050698711,0.6969099703213358,0.6632251157578453,-0.0366666666666666,-0.0006399540590645,1.739851111111111,-0.0336848545634905,-1.9300000000000008,1.7388641265098872,0.0585955490764863,107.0,27.0,44.71212863201974,1.884040390364838,-0.015707963267948877,-0.8999999999999949
