,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi [deg],r [deg/m],t [s],p_x [m],p_y [m],COG [rad],psi [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code
1,08:53:50,34.99646545,136.84326932,4,0.0,135.65,119.579,209.579,0.1,0.0,1871.2763567999264,3234.168044242491,2.367539130330308,3.657843593037196,0.0016666666666666,2.908882086657216e-05,0.0,1.2903044627068878,73.929,0.0,-0.0,0.0
2,08:53:51,34.99646544,136.84326931,4,0.0,135.01,119.573,209.573,-0.0,1.0,1871.2752455998343,3234.167134061731,2.3563690231175443,3.6577388732820766,-0.0,-0.0,0.0,1.3013698501645323,74.56300000000002,0.0,-0.0,0.0
3,08:53:52,34.99646544,136.84326931,4,0.0,121.76,119.571,209.571,0.0,2.0,1871.2752455998343,3234.167134061731,2.125112897228296,3.657703966697036,0.0,0.0,0.0,1.5325910694687406,87.81099999999999,0.0,-0.0,0.0
4,08:53:53,34.99646548,136.84326928,4,0.0,115.53,119.571,209.571,0.1,3.0,1871.2796903994124,3234.164402149071,2.016378884829049,3.657703966697036,0.0016666666666666,2.908882086657216e-05,0.0,1.6413250818679872,94.04099999999998,-0.0,-0.0,0.0
5,08:53:54,34.99646547,136.84326929,4,0.0,123.74,119.57,209.57,0.0,4.0,1871.2785791993208,3234.1653127189616,2.159670416417783,3.657686513404516,0.0,0.0,0.0,1.498016096986733,85.83,0.0,-0.0,0.0
6,08:53:55,34.99646545,136.84326929,4,0.0,130.04,119.571,209.571,-0.1,5.0,1871.2763567999264,3234.1653131187977,2.269626159293426,3.657703966697036,-0.0016666666666666,-2.908882086657216e-05,0.0,1.3880778074036102,79.531,0.0,-0.0,0.0
7,08:53:56,34.99646548,136.84326929,4,0.0,128.42,119.571,209.571,-0.0,6.0,1871.2796903994129,3234.1653125244984,2.241351825411118,3.657703966697036,-0.0,-0.0,0.0,1.4163521412859184,81.151,0.0,-0.0,0.0
8,08:53:57,34.99646544,136.84326931,4,0.0,141.21,119.581,209.581,0.1,7.0,1871.2752455998343,3234.167134061731,2.464579436741193,3.657878499622236,0.0016666666666666,2.908882086657216e-05,0.0,1.1932990628810427,68.37099999999998,0.0,-0.0,0.0
9,08:53:58,34.99646546,136.84326928,4,0.0,144.66,119.586,209.586,0.2,8.0,1871.2774680000184,3234.164402547713,2.524793295934997,3.657965766084836,0.0033333333333333,5.817764173314432e-05,0.0,1.133172470149839,64.92600000000002,0.0,-0.0,0.0
10,08:53:59,34.99646543,136.84326928,4,0.0,146.94,119.598,209.598,0.3,9.0,1871.2741343997427,3234.164403137071,2.564586802880468,3.658175205595075,0.005,8.726646259971648e-05,0.0,1.0935884027146074,62.65800000000002,0.0,-0.0,0.0
