,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi [deg],r [deg/m],t [s],p_x [m],p_y [m],COG [rad],psi [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code
1,18:29:44,34.7069661,137.30812197,4,0.0,340.0,90.132,180.132,0.2,0.0,-2385.118571999458,6692.676680065461,5.934119456780721,3.143896488202426,0.0033333333333333,5.817764173314432e-05,0.0,-2.790222968578295,-159.86800000000002,-0.0,0.0,0.0
2,18:29:45,34.70696609,137.30812201,4,0.0,339.56,90.139,180.139,0.4,1.0,-2385.119683199551,6692.680333955372,5.926440008071945,3.1440186612500653,0.0066666666666666,0.0001163552834662,0.0,-2.78242134682188,-159.421,-0.0,0.0,0.0
3,18:29:46,34.70696609,137.308122,4,0.0,333.62,90.145,180.145,0.5,2.0,-2385.119683199551,6692.679420583641,5.822767450503482,3.144123381005185,0.0083333333333333,0.0001454441043328,0.0,-2.678644069498297,-153.475,-0.0,0.0,0.0
4,18:29:47,34.70696612,137.30812189,4,0.0,342.96,90.143,180.143,0.4,3.0,-2385.116349600064,6692.669372282038,5.985781202639752,3.144088474420145,0.0066666666666666,0.0001163552834662,0.0,-2.8416927282196074,-162.817,-0.0,0.0,0.0
5,18:29:48,34.70696607,137.30812195,4,0.0,329.74,90.142,180.142,0.3,4.0,-2385.121905599736,6692.674854531059,5.755048675526102,3.1440710211276253,0.005,8.726646259971648e-05,0.0,-2.610977654398477,-149.59799999999998,-0.0,0.0,0.0
6,18:29:49,34.70696607,137.30812198,4,0.0,337.67,90.14,180.14,0.3,5.0,-2385.121905599734,6692.677594646231,5.893453285209253,3.144036114542585,0.005,8.726646259971648e-05,0.0,-2.749417170666668,-157.53000000000003,-0.0,0.0,0.0
7,18:29:50,34.70696607,137.30812196,4,0.0,347.67,90.131,180.131,0.2,6.0,-2385.121905599736,6692.675767902785,6.0679862104086855,3.1438790349099057,0.0033333333333333,5.817764173314432e-05,0.0,-2.92410717549878,-167.539,-0.0,0.0,0.0
8,18:29:51,34.70696607,137.30812195,4,0.0,356.7,90.128,180.128,0.2,7.0,-2385.121905599736,6692.674854531059,6.225589441863773,3.143826675032346,0.0033333333333333,5.817764173314432e-05,0.0,-3.081762766831428,-176.572,-0.0,0.0,0.0
9,18:29:52,34.70696608,137.30812196,4,0.0,351.71,90.123,180.123,-0.0,8.0,-2385.1207943996437,6692.67576749718,6.138497512189256,3.143739408569746,-0.0,-0.0,0.0,-2.9947581036195103,-171.58700000000002,-0.0,0.0,0.0
10,18:29:53,34.70696612,137.30812201,4,0.0,347.3,90.114,180.114,-0.0,9.0,-2385.116349600065,6692.680332734944,6.061528492176307,3.143582328937067,-0.0,-0.0,0.0,-2.91794616323924,-167.186,-0.0,0.0,0.0
11,18:29:54,34.70696607,137.30812198,4,0.0,353.57,90.112,180.112,-0.1,10.0,-2385.121905599734,6692.677594646231,6.170960636276351,3.1435474223520266,-0.0016666666666666,-2.908882086657216e-05,0.0,-3.027413213924324,-173.458,-0.0,0.0,0.0
12,18:29:55,34.70696608,137.30812197,4,0.0,353.5,90.116,180.116,0.1,11.0,-2385.1207943996437,6692.676680868903,6.169738905799955,3.143617235522107,0.0016666666666666,2.908882086657216e-05,0.0,-3.026121670277848,-173.38399999999996,-0.0,0.0,0.0
13,18:29:56,34.7069661,137.30812196,4,0.0,2.62,90.11,180.11,-0.1,12.0,-2385.1185719994583,6692.675766693743,0.0457276264022514,3.143512515766987,-0.0016666666666666,-2.908882086657216e-05,0.0,3.097784889364736,177.49000000000004,-0.0,-0.0,0.0
14,18:29:57,34.70696611,137.30812195,4,0.0,353.01,90.106,180.106,-0.2,13.0,-2385.117460799368,6692.674852912528,6.161186792465182,3.143442702596907,-0.0033333333333333,-5.817764173314432e-05,0.0,-3.017744089868275,-172.90399999999997,-0.0,0.0,0.0
15,18:29:58,34.70696611,137.30812199,4,0.0,343.87,90.104,180.104,-0.1,14.0,-2385.1174607993657,6692.678506396831,6.0016636988329015,3.143407796011868,-0.0016666666666666,-2.908882086657216e-05,0.0,-2.858255902821034,-163.76600000000002,-0.0,0.0,0.0
16,18:29:59,34.70696609,137.30812196,4,0.0,337.62,90.098,180.098,-0.3,15.0,-2385.11968319955,6692.675767099349,5.892580620583256,3.143303076256748,-0.005,-8.726646259971648e-05,0.0,-2.749277544326508,-157.522,-0.0,0.0,0.0
17,18:30:00,34.70696605,137.30812194,4,0.0,340.26,90.088,180.088,-0.4,16.0,-2385.124127999919,6692.673941975078,5.938657312835906,3.143128543331548,-0.0066666666666666,-0.0001163552834662,0.0,-2.7955287695043576,-160.172,-0.0,0.0,0.0
18,18:30:01,34.70696609,137.30812194,4,0.0,340.26,90.085,180.085,-0.4,17.0,-2385.119683199552,6692.6739403584925,5.938657312835906,3.1430761834539886,-0.0066666666666666,-0.0001163552834662,0.0,-2.795581129381917,-160.17499999999998,-0.0,0.0,0.0
19,18:30:02,34.70696608,137.30812195,4,0.0,348.45,90.086,180.086,-0.2,18.0,-2385.120794399641,6692.674854125453,6.081599778574241,3.1430936367465083,-0.0033333333333333,-5.817764173314432e-05,0.0,-2.938506141827733,-168.364,-0.0,0.0,0.0
20,18:30:03,34.70696607,137.30812195,4,0.0,341.86,90.079,180.079,-0.4,19.0,-2385.121905599736,6692.674854531059,5.966582580867815,3.142971463698869,-0.0066666666666666,-0.0001163552834662,0.0,-2.823611117168946,-161.781,-0.0,0.0,0.0
21,18:30:04,34.70696607,137.30812196,4,0.0,347.83,90.075,180.075,-0.4,20.0,-2385.121905599736,6692.675767902785,6.070778737211876,3.142901650528789,-0.0066666666666666,-0.0001163552834662,0.0,-2.9278770866830874,-167.755,-0.0,0.0,0.0
22,18:30:05,34.70696607,137.30812196,4,0.0,340.32,90.08,180.08,-0.2,21.0,-2385.121905599736,6692.675767902785,5.939704510387102,3.142988916991389,-0.0033333333333333,-5.817764173314432e-05,0.0,-2.7967155933957133,-160.23999999999998,-0.0,0.0,0.0
23,18:30:06,34.70696604,137.30812193,4,0.0,334.89,90.081,180.081,-0.1,22.0,-2385.1252392000097,6692.673029001178,5.84493313200381,3.1430063702839086,-0.0016666666666666,-2.908882086657216e-05,0.0,-2.701926761719901,-154.80899999999997,-0.0,0.0,0.0
24,18:30:07,34.70696608,137.30812196,4,0.0,336.47,90.08,180.08,-0.1,23.0,-2385.1207943996437,6692.67576749718,5.872509334185321,3.142988916991389,-0.0016666666666666,-2.908882086657216e-05,0.0,-2.729520417193932,-156.39,-0.0,0.0,0.0
25,18:30:08,34.70696609,137.30812197,4,0.0,342.8,90.084,180.084,-0.1,24.0,-2385.119683199551,6692.676680471072,5.982988675836562,3.1430587301614685,-0.0016666666666666,-2.908882086657216e-05,0.0,-2.839929945675093,-162.71599999999998,-0.0,0.0,0.0
26,18:30:09,34.70696612,137.30812197,4,0.0,334.66,90.08,180.08,-0.1,25.0,-2385.116349600065,6692.676679250648,5.840918874724224,3.142988916991389,-0.0016666666666666,-2.908882086657216e-05,0.0,-2.697929957732835,-154.58000000000004,-0.0,0.0,0.0
27,18:30:10,34.70696609,137.30812196,4,0.0,348.54,90.08,180.08,-0.2,26.0,-2385.11968319955,6692.675767099349,6.083170574901037,3.142988916991389,-0.0033333333333333,-5.817764173314432e-05,0.0,-2.940181657909648,-168.46000000000004,-0.0,0.0,0.0
28,18:30:11,34.70696612,137.30812197,4,0.0,339.86,90.077,180.077,-0.3,27.0,-2385.116349600065,6692.676679250648,5.931675995827929,3.142936557113829,-0.005,-8.726646259971648e-05,0.0,-2.7887394387141,-159.78300000000004,-0.0,0.0,0.0
29,18:30:12,34.70696608,137.30812194,4,0.0,330.31,90.078,180.078,-0.3,28.0,-2385.120794399642,6692.673940756329,5.76499705226247,3.1429540104063487,-0.005,-8.726646259971648e-05,0.0,-2.6220430418561214,-150.23200000000003,-0.0,0.0,0.0
30,18:30:13,34.70696607,137.30812193,4,0.0,325.05,90.074,180.074,-0.4,29.0,-2385.121905599736,6692.673027790204,5.673192733607569,3.142884197236269,-0.0066666666666666,-0.0001163552834662,0.0,-2.5303085363713,-144.97600000000003,-0.0,0.0,0.0
31,18:30:14,34.70696608,137.30812197,4,0.0,323.93,90.075,180.075,-0.2,30.0,-2385.1207943996437,6692.676680868903,5.653645045985232,3.142901650528789,-0.0033333333333333,-5.817764173314432e-05,0.0,-2.510743395456443,-143.85500000000002,-0.0,0.0,0.0
32,18:30:15,34.70696609,137.30812195,4,0.0,320.68,90.076,180.076,-0.2,31.0,-2385.11968319955,6692.674853727621,5.596921845295416,3.142919103821309,-0.0033333333333333,-5.817764173314432e-05,0.0,-2.454002741474107,-140.60399999999998,-0.0,0.0,0.0
33,18:30:16,34.70696607,137.30812198,4,0.0,325.36,90.079,180.079,-0.1,32.0,-2385.121905599734,6692.677594646231,5.678603254288751,3.142971463698869,-0.0016666666666666,-2.908882086657216e-05,0.0,-2.535631790589882,-145.281,-0.0,0.0,0.0
34,18:30:17,34.70696607,137.30812199,4,0.0,316.76,90.084,180.084,0.0,33.0,-2385.121905599737,6692.67850801536,5.528504938617238,3.1430587301614685,0.0,0.0,0.0,-2.385446208455769,-136.676,-0.0,0.0,0.0
35,18:30:18,34.70696607,137.30812193,4,0.0,317.49,90.086,180.086,0.0,34.0,-2385.121905599736,6692.673027790204,5.541245842156797,3.1430936367465083,0.0,0.0,0.0,-2.3981522054102884,-137.404,-0.0,0.0,0.0
36,18:30:19,34.70696607,137.30812194,4,0.0,316.0,90.088,180.088,0.1,35.0,-2385.121905599734,6692.6739411619255,5.515240436302081,3.143128543331548,0.0016666666666666,2.908882086657216e-05,0.0,-2.372111892970533,-135.91199999999998,-0.0,0.0,0.0
37,18:30:20,34.70696606,137.30812196,4,0.0,313.24,90.082,180.082,-0.0,36.0,-2385.1230167998274,6692.675768308388,5.467069348947038,3.1430238235764283,-0.0,-0.0,0.0,-2.3240455253706096,-133.15800000000002,-0.0,0.0,0.0
38,18:30:21,34.70696606,137.30812195,4,0.0,314.33,90.077,180.077,-0.1,37.0,-2385.1230167998274,6692.674854936661,5.486093437793776,3.142936557113829,-0.0016666666666666,-2.908882086657216e-05,0.0,-2.343156880679947,-134.253,-0.0,0.0,0.0
39,18:30:22,34.70696606,137.30812197,4,0.0,315.93,90.072,180.072,-0.1,38.0,-2385.1230167998274,6692.676681680109,5.514018705825685,3.1428492906512293,-0.0016666666666666,-2.908882086657216e-05,0.0,-2.371169415174456,-135.85799999999998,-0.0,0.0,0.0
40,18:30:23,34.70696608,137.30812194,4,0.0,315.71,90.064,180.064,-0.2,39.0,-2385.120794399642,6692.673940756329,5.510178981471298,3.142709664311069,-0.0033333333333333,-5.817764173314432e-05,0.0,-2.367469317160229,-135.64600000000002,-0.0,0.0,0.0
41,18:30:24,34.70696606,137.30812196,4,0.0,328.72,90.064,180.064,-0.1,40.0,-2385.1230167998274,6692.675768308388,5.73724631715576,3.142709664311069,-0.0016666666666666,-2.908882086657216e-05,0.0,-2.594536652844691,-148.65600000000003,-0.0,0.0,0.0
